Sample rate: 9400 Hz
Time(s),Amplitude
7.058510638297872397e-01,1.220000000000000000e+02
7.059574468085106913e-01,1.220000000000000000e+02
7.060638297872340319e-01,1.220000000000000000e+02
7.061702127659574835e-01,1.230000000000000000e+02
7.062765957446808240e-01,1.240000000000000000e+02
7.063829787234042756e-01,1.230000000000000000e+02
7.064893617021276162e-01,1.230000000000000000e+02
7.065957446808510678e-01,1.250000000000000000e+02
7.067021276595745194e-01,1.260000000000000000e+02
7.068085106382978600e-01,1.270000000000000000e+02
7.069148936170213116e-01,1.290000000000000000e+02
7.070212765957446521e-01,1.290000000000000000e+02
7.071276595744681037e-01,1.330000000000000000e+02
7.072340425531914443e-01,1.360000000000000000e+02
7.073404255319148959e-01,1.370000000000000000e+02
7.074468085106383475e-01,1.360000000000000000e+02
7.075531914893616880e-01,1.370000000000000000e+02
7.076595744680851396e-01,1.370000000000000000e+02
7.077659574468084802e-01,1.390000000000000000e+02
7.078723404255319318e-01,1.390000000000000000e+02
7.079787234042552724e-01,1.390000000000000000e+02
7.080851063829787240e-01,1.360000000000000000e+02
7.081914893617021756e-01,1.360000000000000000e+02
7.082978723404255161e-01,1.380000000000000000e+02
7.084042553191489677e-01,1.390000000000000000e+02
7.085106382978723083e-01,1.390000000000000000e+02
7.086170212765957599e-01,1.380000000000000000e+02
7.087234042553191005e-01,1.370000000000000000e+02
7.088297872340425521e-01,1.370000000000000000e+02
7.089361702127660037e-01,1.360000000000000000e+02
7.090425531914893442e-01,1.340000000000000000e+02
7.091489361702127958e-01,1.320000000000000000e+02
7.092553191489361364e-01,1.310000000000000000e+02
7.093617021276595880e-01,1.320000000000000000e+02
7.094680851063829286e-01,1.310000000000000000e+02
7.095744680851063801e-01,1.290000000000000000e+02
7.096808510638298317e-01,1.280000000000000000e+02
7.097872340425531723e-01,1.240000000000000000e+02
7.098936170212766239e-01,1.200000000000000000e+02
7.099999999999999645e-01,1.200000000000000000e+02
7.101063829787234161e-01,1.230000000000000000e+02
7.102127659574467566e-01,1.240000000000000000e+02
7.103191489361702082e-01,1.220000000000000000e+02
7.104255319148936598e-01,1.220000000000000000e+02
7.105319148936170004e-01,1.230000000000000000e+02
7.106382978723404520e-01,1.240000000000000000e+02
7.107446808510637926e-01,1.230000000000000000e+02
7.108510638297872442e-01,1.200000000000000000e+02
7.109574468085105847e-01,1.200000000000000000e+02
7.110638297872340363e-01,1.190000000000000000e+02
7.111702127659574879e-01,1.190000000000000000e+02
7.112765957446808285e-01,1.200000000000000000e+02
7.113829787234042801e-01,1.210000000000000000e+02
7.114893617021276206e-01,1.190000000000000000e+02
7.115957446808510722e-01,1.180000000000000000e+02
7.117021276595744128e-01,1.180000000000000000e+02
7.118085106382978644e-01,1.170000000000000000e+02
7.119148936170213160e-01,1.160000000000000000e+02
7.120212765957446566e-01,1.160000000000000000e+02
7.121276595744681082e-01,1.160000000000000000e+02
7.122340425531914487e-01,1.150000000000000000e+02
7.123404255319149003e-01,1.160000000000000000e+02
7.124468085106383519e-01,1.140000000000000000e+02
7.125531914893616925e-01,1.130000000000000000e+02
7.126595744680851441e-01,1.120000000000000000e+02
7.127659574468084847e-01,1.140000000000000000e+02
7.128723404255319362e-01,1.150000000000000000e+02
7.129787234042552768e-01,1.140000000000000000e+02
7.130851063829787284e-01,1.160000000000000000e+02
7.131914893617021800e-01,1.150000000000000000e+02
7.132978723404255206e-01,1.120000000000000000e+02
7.134042553191489722e-01,1.110000000000000000e+02
7.135106382978723127e-01,1.080000000000000000e+02
7.136170212765957643e-01,1.050000000000000000e+02
7.137234042553191049e-01,1.050000000000000000e+02
7.138297872340425565e-01,1.060000000000000000e+02
7.139361702127660081e-01,1.060000000000000000e+02
7.140425531914893487e-01,1.050000000000000000e+02
7.141489361702128003e-01,1.020000000000000000e+02
7.142553191489361408e-01,1.020000000000000000e+02
7.143617021276595924e-01,9.700000000000000000e+01
7.144680851063829330e-01,9.600000000000000000e+01
7.145744680851063846e-01,9.600000000000000000e+01
7.146808510638298362e-01,9.700000000000000000e+01
7.147872340425531767e-01,9.800000000000000000e+01
7.148936170212766283e-01,9.300000000000000000e+01
7.149999999999999689e-01,9.100000000000000000e+01
7.151063829787234205e-01,9.000000000000000000e+01
7.152127659574467611e-01,9.100000000000000000e+01
7.153191489361702127e-01,9.500000000000000000e+01
7.154255319148936643e-01,9.800000000000000000e+01
7.155319148936170048e-01,9.900000000000000000e+01
7.156382978723404564e-01,9.900000000000000000e+01
7.157446808510637970e-01,1.000000000000000000e+02
7.158510638297872486e-01,1.010000000000000000e+02
7.159574468085105892e-01,1.040000000000000000e+02
7.160638297872340408e-01,1.060000000000000000e+02
7.161702127659574924e-01,1.060000000000000000e+02
7.162765957446808329e-01,1.100000000000000000e+02
7.163829787234042845e-01,1.130000000000000000e+02
7.164893617021276251e-01,1.140000000000000000e+02
7.165957446808510767e-01,1.150000000000000000e+02
7.167021276595744173e-01,1.160000000000000000e+02
7.168085106382978688e-01,1.200000000000000000e+02
7.169148936170213204e-01,1.220000000000000000e+02
7.170212765957446610e-01,1.240000000000000000e+02
7.171276595744681126e-01,1.240000000000000000e+02
7.172340425531914532e-01,1.240000000000000000e+02
7.173404255319149048e-01,1.240000000000000000e+02
7.174468085106382453e-01,1.220000000000000000e+02
7.175531914893616969e-01,1.210000000000000000e+02
7.176595744680851485e-01,1.190000000000000000e+02
7.177659574468084891e-01,1.190000000000000000e+02
7.178723404255319407e-01,1.210000000000000000e+02
7.179787234042552813e-01,1.220000000000000000e+02
7.180851063829787329e-01,1.260000000000000000e+02
7.181914893617020734e-01,1.240000000000000000e+02
7.182978723404255250e-01,1.250000000000000000e+02
7.184042553191489766e-01,1.250000000000000000e+02
7.185106382978723172e-01,1.270000000000000000e+02
7.186170212765957688e-01,1.280000000000000000e+02
7.187234042553191093e-01,1.280000000000000000e+02
7.188297872340425609e-01,1.270000000000000000e+02
7.189361702127660125e-01,1.240000000000000000e+02
7.190425531914893531e-01,1.240000000000000000e+02
7.191489361702128047e-01,1.230000000000000000e+02
7.192553191489361453e-01,1.240000000000000000e+02
7.193617021276595969e-01,1.250000000000000000e+02
7.194680851063829374e-01,1.230000000000000000e+02
7.195744680851063890e-01,1.220000000000000000e+02
7.196808510638298406e-01,1.220000000000000000e+02
7.197872340425531812e-01,1.240000000000000000e+02
7.198936170212766328e-01,1.230000000000000000e+02
7.199999999999999734e-01,1.230000000000000000e+02
7.201063829787234249e-01,1.230000000000000000e+02
7.202127659574467655e-01,1.230000000000000000e+02
7.203191489361702171e-01,1.230000000000000000e+02
7.204255319148936687e-01,1.220000000000000000e+02
7.205319148936170093e-01,1.210000000000000000e+02
7.206382978723404609e-01,1.210000000000000000e+02
7.207446808510638014e-01,1.210000000000000000e+02
7.208510638297872530e-01,1.230000000000000000e+02
7.209574468085105936e-01,1.230000000000000000e+02
7.210638297872340452e-01,1.250000000000000000e+02
7.211702127659574968e-01,1.240000000000000000e+02
7.212765957446808374e-01,1.240000000000000000e+02
7.213829787234042890e-01,1.240000000000000000e+02
7.214893617021276295e-01,1.230000000000000000e+02
7.215957446808510811e-01,1.220000000000000000e+02
7.217021276595744217e-01,1.210000000000000000e+02
7.218085106382978733e-01,1.220000000000000000e+02
7.219148936170213249e-01,1.260000000000000000e+02
7.220212765957446654e-01,1.270000000000000000e+02
7.221276595744681170e-01,1.310000000000000000e+02
7.222340425531914576e-01,1.290000000000000000e+02
7.223404255319149092e-01,1.280000000000000000e+02
7.224468085106382498e-01,1.270000000000000000e+02
7.225531914893617014e-01,1.290000000000000000e+02
7.226595744680851530e-01,1.320000000000000000e+02
7.227659574468084935e-01,1.310000000000000000e+02
7.228723404255319451e-01,1.290000000000000000e+02
7.229787234042552857e-01,1.280000000000000000e+02
7.230851063829787373e-01,1.280000000000000000e+02
7.231914893617020779e-01,1.270000000000000000e+02
7.232978723404255295e-01,1.270000000000000000e+02
7.234042553191489811e-01,1.270000000000000000e+02
7.235106382978723216e-01,1.250000000000000000e+02
7.236170212765957732e-01,1.250000000000000000e+02
7.237234042553191138e-01,1.240000000000000000e+02
7.238297872340425654e-01,1.230000000000000000e+02
7.239361702127659060e-01,1.200000000000000000e+02
7.240425531914893575e-01,1.160000000000000000e+02
7.241489361702128091e-01,1.170000000000000000e+02
7.242553191489361497e-01,1.160000000000000000e+02
7.243617021276596013e-01,1.170000000000000000e+02
7.244680851063829419e-01,1.180000000000000000e+02
7.245744680851063935e-01,1.160000000000000000e+02
7.246808510638297340e-01,1.160000000000000000e+02
7.247872340425531856e-01,1.160000000000000000e+02
7.248936170212766372e-01,1.130000000000000000e+02
7.249999999999999778e-01,1.130000000000000000e+02
7.251063829787234294e-01,1.150000000000000000e+02
7.252127659574467700e-01,1.140000000000000000e+02
7.253191489361702216e-01,1.130000000000000000e+02
7.254255319148935621e-01,1.150000000000000000e+02
7.255319148936170137e-01,1.170000000000000000e+02
7.256382978723404653e-01,1.190000000000000000e+02
7.257446808510638059e-01,1.190000000000000000e+02
7.258510638297872575e-01,1.190000000000000000e+02
7.259574468085105980e-01,1.170000000000000000e+02
7.260638297872340496e-01,1.160000000000000000e+02
7.261702127659575012e-01,1.150000000000000000e+02
7.262765957446808418e-01,1.130000000000000000e+02
7.263829787234042934e-01,1.130000000000000000e+02
7.264893617021276340e-01,1.140000000000000000e+02
7.265957446808510856e-01,1.160000000000000000e+02
7.267021276595744261e-01,1.200000000000000000e+02
7.268085106382978777e-01,1.220000000000000000e+02
7.269148936170213293e-01,1.220000000000000000e+02
7.270212765957446699e-01,1.210000000000000000e+02
7.271276595744681215e-01,1.180000000000000000e+02
7.272340425531914621e-01,1.160000000000000000e+02
7.273404255319149136e-01,1.140000000000000000e+02
7.274468085106382542e-01,1.140000000000000000e+02
7.275531914893617058e-01,1.160000000000000000e+02
7.276595744680851574e-01,1.150000000000000000e+02
7.277659574468084980e-01,1.120000000000000000e+02
7.278723404255319496e-01,1.100000000000000000e+02
7.279787234042552901e-01,1.070000000000000000e+02
7.280851063829787417e-01,1.040000000000000000e+02
7.281914893617020823e-01,1.060000000000000000e+02
7.282978723404255339e-01,1.050000000000000000e+02
7.284042553191489855e-01,1.030000000000000000e+02
7.285106382978723261e-01,1.010000000000000000e+02
7.286170212765957777e-01,1.000000000000000000e+02
7.287234042553191182e-01,1.000000000000000000e+02
7.288297872340425698e-01,1.000000000000000000e+02
7.289361702127659104e-01,9.900000000000000000e+01
7.290425531914893620e-01,1.010000000000000000e+02
7.291489361702128136e-01,1.010000000000000000e+02
7.292553191489361541e-01,1.000000000000000000e+02
7.293617021276596057e-01,9.700000000000000000e+01
7.294680851063829463e-01,9.500000000000000000e+01
7.295744680851063979e-01,9.400000000000000000e+01
7.296808510638297385e-01,9.300000000000000000e+01
7.297872340425531901e-01,9.200000000000000000e+01
7.298936170212766417e-01,9.300000000000000000e+01
7.299999999999999822e-01,9.400000000000000000e+01
7.301063829787234338e-01,9.500000000000000000e+01
7.302127659574467744e-01,9.700000000000000000e+01
7.303191489361702260e-01,9.800000000000000000e+01
7.304255319148935666e-01,9.800000000000000000e+01
7.305319148936170182e-01,9.800000000000000000e+01
7.306382978723404698e-01,9.900000000000000000e+01
7.307446808510638103e-01,9.800000000000000000e+01
7.308510638297872619e-01,9.800000000000000000e+01
7.309574468085106025e-01,9.900000000000000000e+01
7.310638297872340541e-01,1.010000000000000000e+02
7.311702127659573947e-01,1.050000000000000000e+02
7.312765957446808462e-01,1.080000000000000000e+02
7.313829787234042978e-01,1.110000000000000000e+02
7.314893617021276384e-01,1.140000000000000000e+02
7.315957446808510900e-01,1.180000000000000000e+02
7.317021276595744306e-01,1.220000000000000000e+02
7.318085106382978822e-01,1.260000000000000000e+02
7.319148936170212227e-01,1.290000000000000000e+02
7.320212765957446743e-01,1.320000000000000000e+02
7.321276595744681259e-01,1.330000000000000000e+02
7.322340425531914665e-01,1.340000000000000000e+02
7.323404255319149181e-01,1.350000000000000000e+02
7.324468085106382587e-01,1.340000000000000000e+02
7.325531914893617103e-01,1.370000000000000000e+02
7.326595744680851618e-01,1.390000000000000000e+02
7.327659574468085024e-01,1.410000000000000000e+02
7.328723404255319540e-01,1.430000000000000000e+02
7.329787234042552946e-01,1.420000000000000000e+02
7.330851063829787462e-01,1.430000000000000000e+02
7.331914893617020867e-01,1.450000000000000000e+02
7.332978723404255383e-01,1.450000000000000000e+02
7.334042553191489899e-01,1.460000000000000000e+02
7.335106382978723305e-01,1.450000000000000000e+02
7.336170212765957821e-01,1.450000000000000000e+02
7.337234042553191227e-01,1.430000000000000000e+02
7.338297872340425743e-01,1.440000000000000000e+02
7.339361702127659148e-01,1.410000000000000000e+02
7.340425531914893664e-01,1.410000000000000000e+02
7.341489361702128180e-01,1.410000000000000000e+02
7.342553191489361586e-01,1.400000000000000000e+02
7.343617021276596102e-01,1.420000000000000000e+02
7.344680851063829508e-01,1.450000000000000000e+02
7.345744680851064023e-01,1.490000000000000000e+02
7.346808510638297429e-01,1.490000000000000000e+02
7.347872340425531945e-01,1.470000000000000000e+02
7.348936170212766461e-01,1.440000000000000000e+02
7.349999999999999867e-01,1.420000000000000000e+02
7.351063829787234383e-01,1.410000000000000000e+02
7.352127659574467788e-01,1.380000000000000000e+02
7.353191489361702304e-01,1.360000000000000000e+02
7.354255319148935710e-01,1.330000000000000000e+02
7.355319148936170226e-01,1.310000000000000000e+02
7.356382978723404742e-01,1.320000000000000000e+02
7.357446808510638148e-01,1.310000000000000000e+02
7.358510638297872664e-01,1.310000000000000000e+02
7.359574468085106069e-01,1.280000000000000000e+02
7.360638297872340585e-01,1.260000000000000000e+02
7.361702127659573991e-01,1.220000000000000000e+02
7.362765957446808507e-01,1.210000000000000000e+02
7.363829787234043023e-01,1.190000000000000000e+02
7.364893617021276429e-01,1.130000000000000000e+02
7.365957446808510944e-01,1.110000000000000000e+02
7.367021276595744350e-01,1.070000000000000000e+02
7.368085106382978866e-01,1.030000000000000000e+02
7.369148936170212272e-01,9.900000000000000000e+01
7.370212765957446788e-01,9.700000000000000000e+01
7.371276595744681304e-01,9.700000000000000000e+01
7.372340425531914709e-01,9.900000000000000000e+01
7.373404255319149225e-01,1.010000000000000000e+02
7.374468085106382631e-01,1.040000000000000000e+02
7.375531914893617147e-01,1.030000000000000000e+02
7.376595744680850553e-01,1.000000000000000000e+02
7.377659574468085069e-01,9.800000000000000000e+01
7.378723404255319585e-01,9.700000000000000000e+01
7.379787234042552990e-01,9.600000000000000000e+01
7.380851063829787506e-01,9.600000000000000000e+01
7.381914893617020912e-01,9.600000000000000000e+01
7.382978723404255428e-01,9.700000000000000000e+01
7.384042553191488834e-01,9.800000000000000000e+01
7.385106382978723349e-01,9.900000000000000000e+01
7.386170212765957865e-01,9.900000000000000000e+01
7.387234042553191271e-01,1.000000000000000000e+02
7.388297872340425787e-01,1.010000000000000000e+02
7.389361702127659193e-01,9.600000000000000000e+01
7.390425531914893709e-01,9.400000000000000000e+01
7.391489361702127114e-01,9.200000000000000000e+01
7.392553191489361630e-01,9.000000000000000000e+01
7.393617021276596146e-01,9.000000000000000000e+01
7.394680851063829552e-01,9.000000000000000000e+01
7.395744680851064068e-01,9.200000000000000000e+01
7.396808510638297474e-01,9.500000000000000000e+01
7.397872340425531990e-01,9.600000000000000000e+01
7.398936170212766505e-01,9.800000000000000000e+01
7.399999999999999911e-01,9.700000000000000000e+01
7.401063829787234427e-01,9.700000000000000000e+01
7.402127659574467833e-01,9.700000000000000000e+01
7.403191489361702349e-01,9.900000000000000000e+01
7.404255319148935754e-01,1.000000000000000000e+02
7.405319148936170270e-01,9.800000000000000000e+01
7.406382978723404786e-01,9.900000000000000000e+01
7.407446808510638192e-01,1.000000000000000000e+02
7.408510638297872708e-01,1.000000000000000000e+02
7.409574468085106114e-01,1.010000000000000000e+02
7.410638297872340630e-01,1.030000000000000000e+02
7.411702127659574035e-01,1.040000000000000000e+02
7.412765957446808551e-01,1.070000000000000000e+02
7.413829787234043067e-01,1.080000000000000000e+02
7.414893617021276473e-01,1.090000000000000000e+02
7.415957446808510989e-01,1.080000000000000000e+02
7.417021276595744395e-01,1.070000000000000000e+02
7.418085106382978910e-01,1.100000000000000000e+02
7.419148936170212316e-01,1.120000000000000000e+02
7.420212765957446832e-01,1.140000000000000000e+02
7.421276595744681348e-01,1.150000000000000000e+02
7.422340425531914754e-01,1.140000000000000000e+02
7.423404255319149270e-01,1.150000000000000000e+02
7.424468085106382675e-01,1.160000000000000000e+02
7.425531914893617191e-01,1.190000000000000000e+02
7.426595744680850597e-01,1.230000000000000000e+02
7.427659574468085113e-01,1.270000000000000000e+02
7.428723404255319629e-01,1.280000000000000000e+02
7.429787234042553035e-01,1.300000000000000000e+02
7.430851063829787551e-01,1.320000000000000000e+02
7.431914893617020956e-01,1.340000000000000000e+02
7.432978723404255472e-01,1.370000000000000000e+02
7.434042553191488878e-01,1.400000000000000000e+02
7.435106382978723394e-01,1.420000000000000000e+02
7.436170212765957910e-01,1.460000000000000000e+02
7.437234042553191316e-01,1.460000000000000000e+02
7.438297872340425831e-01,1.480000000000000000e+02
7.439361702127659237e-01,1.490000000000000000e+02
7.440425531914893753e-01,1.490000000000000000e+02
7.441489361702127159e-01,1.490000000000000000e+02
7.442553191489361675e-01,1.500000000000000000e+02
7.443617021276596191e-01,1.510000000000000000e+02
7.444680851063829596e-01,1.520000000000000000e+02
7.445744680851064112e-01,1.510000000000000000e+02
7.446808510638297518e-01,1.480000000000000000e+02
7.447872340425532034e-01,1.460000000000000000e+02
7.448936170212765440e-01,1.440000000000000000e+02
7.449999999999999956e-01,1.430000000000000000e+02
7.451063829787234472e-01,1.430000000000000000e+02
7.452127659574467877e-01,1.440000000000000000e+02
7.453191489361702393e-01,1.420000000000000000e+02
7.454255319148935799e-01,1.410000000000000000e+02
7.455319148936170315e-01,1.400000000000000000e+02
7.456382978723403721e-01,1.390000000000000000e+02
7.457446808510638236e-01,1.370000000000000000e+02
7.458510638297872752e-01,1.350000000000000000e+02
7.459574468085106158e-01,1.320000000000000000e+02
7.460638297872340674e-01,1.270000000000000000e+02
7.461702127659574080e-01,1.240000000000000000e+02
7.462765957446808596e-01,1.210000000000000000e+02
7.463829787234042001e-01,1.210000000000000000e+02
7.464893617021276517e-01,1.210000000000000000e+02
7.465957446808511033e-01,1.210000000000000000e+02
7.467021276595744439e-01,1.210000000000000000e+02
7.468085106382978955e-01,1.190000000000000000e+02
7.469148936170212361e-01,1.180000000000000000e+02
7.470212765957446877e-01,1.150000000000000000e+02
7.471276595744681392e-01,1.130000000000000000e+02
7.472340425531914798e-01,1.100000000000000000e+02
7.473404255319149314e-01,1.080000000000000000e+02
7.474468085106382720e-01,1.080000000000000000e+02
7.475531914893617236e-01,1.070000000000000000e+02
7.476595744680850641e-01,1.080000000000000000e+02
7.477659574468085157e-01,1.070000000000000000e+02
7.478723404255319673e-01,1.060000000000000000e+02
7.479787234042553079e-01,1.060000000000000000e+02
7.480851063829787595e-01,1.070000000000000000e+02
7.481914893617021001e-01,1.090000000000000000e+02
7.482978723404255517e-01,1.090000000000000000e+02
7.484042553191488922e-01,1.090000000000000000e+02
7.485106382978723438e-01,1.090000000000000000e+02
7.486170212765957954e-01,1.090000000000000000e+02
7.487234042553191360e-01,1.120000000000000000e+02
7.488297872340425876e-01,1.130000000000000000e+02
7.489361702127659282e-01,1.130000000000000000e+02
7.490425531914893797e-01,1.080000000000000000e+02
7.491489361702127203e-01,1.070000000000000000e+02
7.492553191489361719e-01,1.070000000000000000e+02
7.493617021276596235e-01,1.080000000000000000e+02
7.494680851063829641e-01,1.100000000000000000e+02
7.495744680851064157e-01,1.110000000000000000e+02
7.496808510638297562e-01,1.120000000000000000e+02
7.497872340425532078e-01,1.130000000000000000e+02
7.498936170212765484e-01,1.130000000000000000e+02
7.500000000000000000e-01,1.110000000000000000e+02
7.501063829787234516e-01,1.100000000000000000e+02
7.502127659574467922e-01,1.100000000000000000e+02
7.503191489361702438e-01,1.100000000000000000e+02
7.504255319148935843e-01,1.110000000000000000e+02
7.505319148936170359e-01,1.130000000000000000e+02
7.506382978723403765e-01,1.150000000000000000e+02
7.507446808510638281e-01,1.140000000000000000e+02
7.508510638297872797e-01,1.130000000000000000e+02
7.509574468085106203e-01,1.140000000000000000e+02
7.510638297872340718e-01,1.120000000000000000e+02
7.511702127659574124e-01,1.100000000000000000e+02
7.512765957446808640e-01,1.070000000000000000e+02
7.513829787234042046e-01,1.040000000000000000e+02
7.514893617021276562e-01,1.020000000000000000e+02
7.515957446808511078e-01,1.040000000000000000e+02
7.517021276595744483e-01,1.070000000000000000e+02
7.518085106382978999e-01,1.090000000000000000e+02
7.519148936170212405e-01,1.100000000000000000e+02
7.520212765957446921e-01,1.110000000000000000e+02
7.521276595744680327e-01,1.090000000000000000e+02
7.522340425531914843e-01,1.060000000000000000e+02
7.523404255319149359e-01,1.070000000000000000e+02
7.524468085106382764e-01,1.080000000000000000e+02
7.525531914893617280e-01,1.100000000000000000e+02
7.526595744680850686e-01,1.130000000000000000e+02
7.527659574468085202e-01,1.150000000000000000e+02
7.528723404255318608e-01,1.160000000000000000e+02
7.529787234042553123e-01,1.160000000000000000e+02
7.530851063829787639e-01,1.130000000000000000e+02
7.531914893617021045e-01,1.130000000000000000e+02
7.532978723404255561e-01,1.130000000000000000e+02
7.534042553191488967e-01,1.150000000000000000e+02
7.535106382978723483e-01,1.160000000000000000e+02
7.536170212765957999e-01,1.150000000000000000e+02
7.537234042553191404e-01,1.160000000000000000e+02
7.538297872340425920e-01,1.140000000000000000e+02
7.539361702127659326e-01,1.140000000000000000e+02
7.540425531914893842e-01,1.150000000000000000e+02
7.541489361702127248e-01,1.180000000000000000e+02
7.542553191489361764e-01,1.180000000000000000e+02
7.543617021276596279e-01,1.190000000000000000e+02
7.544680851063829685e-01,1.200000000000000000e+02
7.545744680851064201e-01,1.210000000000000000e+02
7.546808510638297607e-01,1.220000000000000000e+02
7.547872340425532123e-01,1.230000000000000000e+02
7.548936170212765528e-01,1.220000000000000000e+02
7.550000000000000044e-01,1.210000000000000000e+02
7.551063829787234560e-01,1.180000000000000000e+02
7.552127659574467966e-01,1.160000000000000000e+02
7.553191489361702482e-01,1.120000000000000000e+02
7.554255319148935888e-01,1.100000000000000000e+02
7.555319148936170404e-01,1.110000000000000000e+02
7.556382978723403809e-01,1.130000000000000000e+02
7.557446808510638325e-01,1.150000000000000000e+02
7.558510638297872841e-01,1.150000000000000000e+02
7.559574468085106247e-01,1.140000000000000000e+02
7.560638297872340763e-01,1.140000000000000000e+02
7.561702127659574169e-01,1.140000000000000000e+02
7.562765957446808684e-01,1.150000000000000000e+02
7.563829787234042090e-01,1.170000000000000000e+02
7.564893617021276606e-01,1.180000000000000000e+02
7.565957446808511122e-01,1.190000000000000000e+02
7.567021276595744528e-01,1.190000000000000000e+02
7.568085106382979044e-01,1.180000000000000000e+02
7.569148936170212449e-01,1.170000000000000000e+02
7.570212765957446965e-01,1.160000000000000000e+02
7.571276595744680371e-01,1.160000000000000000e+02
7.572340425531914887e-01,1.190000000000000000e+02
7.573404255319149403e-01,1.210000000000000000e+02
7.574468085106382809e-01,1.220000000000000000e+02
7.575531914893617325e-01,1.230000000000000000e+02
7.576595744680850730e-01,1.230000000000000000e+02
7.577659574468085246e-01,1.220000000000000000e+02
7.578723404255318652e-01,1.230000000000000000e+02
7.579787234042553168e-01,1.250000000000000000e+02
7.580851063829787684e-01,1.250000000000000000e+02
7.581914893617021090e-01,1.240000000000000000e+02
7.582978723404255605e-01,1.240000000000000000e+02
7.584042553191489011e-01,1.240000000000000000e+02
7.585106382978723527e-01,1.240000000000000000e+02
7.586170212765956933e-01,1.260000000000000000e+02
7.587234042553191449e-01,1.280000000000000000e+02
7.588297872340425965e-01,1.310000000000000000e+02
7.589361702127659370e-01,1.340000000000000000e+02
7.590425531914893886e-01,1.360000000000000000e+02
7.591489361702127292e-01,1.360000000000000000e+02
7.592553191489361808e-01,1.350000000000000000e+02
7.593617021276595214e-01,1.360000000000000000e+02
7.594680851063829730e-01,1.370000000000000000e+02
7.595744680851064246e-01,1.380000000000000000e+02
7.596808510638297651e-01,1.380000000000000000e+02
7.597872340425532167e-01,1.380000000000000000e+02
7.598936170212765573e-01,1.360000000000000000e+02
7.600000000000000089e-01,1.340000000000000000e+02
7.601063829787233495e-01,1.350000000000000000e+02
7.602127659574468010e-01,1.350000000000000000e+02
7.603191489361702526e-01,1.350000000000000000e+02
7.604255319148935932e-01,1.340000000000000000e+02
7.605319148936170448e-01,1.340000000000000000e+02
7.606382978723403854e-01,1.350000000000000000e+02
7.607446808510638370e-01,1.340000000000000000e+02
7.608510638297872886e-01,1.330000000000000000e+02
7.609574468085106291e-01,1.310000000000000000e+02
7.610638297872340807e-01,1.280000000000000000e+02
7.611702127659574213e-01,1.260000000000000000e+02
7.612765957446808729e-01,1.250000000000000000e+02
7.613829787234042135e-01,1.250000000000000000e+02
7.614893617021276651e-01,1.250000000000000000e+02
7.615957446808511166e-01,1.260000000000000000e+02
7.617021276595744572e-01,1.260000000000000000e+02
7.618085106382979088e-01,1.240000000000000000e+02
7.619148936170212494e-01,1.210000000000000000e+02
7.620212765957447010e-01,1.180000000000000000e+02
7.621276595744680415e-01,1.140000000000000000e+02
7.622340425531914931e-01,1.110000000000000000e+02
7.623404255319149447e-01,1.110000000000000000e+02
7.624468085106382853e-01,1.100000000000000000e+02
7.625531914893617369e-01,1.090000000000000000e+02
7.626595744680850775e-01,1.090000000000000000e+02
7.627659574468085291e-01,1.080000000000000000e+02
7.628723404255318696e-01,1.070000000000000000e+02
7.629787234042553212e-01,1.070000000000000000e+02
7.630851063829787728e-01,1.060000000000000000e+02
7.631914893617021134e-01,1.070000000000000000e+02
7.632978723404255650e-01,1.040000000000000000e+02
7.634042553191489056e-01,1.030000000000000000e+02
7.635106382978723571e-01,1.000000000000000000e+02
7.636170212765956977e-01,9.800000000000000000e+01
7.637234042553191493e-01,9.800000000000000000e+01
7.638297872340426009e-01,9.600000000000000000e+01
7.639361702127659415e-01,9.600000000000000000e+01
7.640425531914893931e-01,9.600000000000000000e+01
7.641489361702127336e-01,9.500000000000000000e+01
7.642553191489361852e-01,9.400000000000000000e+01
7.643617021276595258e-01,9.300000000000000000e+01
7.644680851063829774e-01,9.300000000000000000e+01
7.645744680851064290e-01,9.300000000000000000e+01
7.646808510638297696e-01,9.400000000000000000e+01
7.647872340425532212e-01,9.600000000000000000e+01
7.648936170212765617e-01,9.900000000000000000e+01
7.650000000000000133e-01,9.800000000000000000e+01
7.651063829787233539e-01,9.700000000000000000e+01
7.652127659574468055e-01,9.600000000000000000e+01
7.653191489361702571e-01,9.500000000000000000e+01
7.654255319148935977e-01,9.600000000000000000e+01
7.655319148936170492e-01,9.700000000000000000e+01
7.656382978723403898e-01,9.800000000000000000e+01
7.657446808510638414e-01,9.800000000000000000e+01
7.658510638297871820e-01,9.800000000000000000e+01
7.659574468085106336e-01,9.900000000000000000e+01
7.660638297872340852e-01,9.900000000000000000e+01
7.661702127659574257e-01,9.900000000000000000e+01
7.662765957446808773e-01,1.000000000000000000e+02
7.663829787234042179e-01,1.020000000000000000e+02
7.664893617021276695e-01,1.050000000000000000e+02
7.665957446808510101e-01,1.070000000000000000e+02
7.667021276595744617e-01,1.100000000000000000e+02
7.668085106382979133e-01,1.110000000000000000e+02
7.669148936170212538e-01,1.130000000000000000e+02
7.670212765957447054e-01,1.170000000000000000e+02
7.671276595744680460e-01,1.180000000000000000e+02
7.672340425531914976e-01,1.210000000000000000e+02
7.673404255319148382e-01,1.210000000000000000e+02
7.674468085106382897e-01,1.200000000000000000e+02
7.675531914893617413e-01,1.210000000000000000e+02
7.676595744680850819e-01,1.220000000000000000e+02
